id,name,state,census_region,pop_dens,pop_dens4,pop_dens6,pct_black,pop,female,white,black,travel_time,land_area,hh_income,su_gun4,su_gun6,fips,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,per_dem_2012,per_gop_2012,diff_2012,winner,partywinner16,winner12,partywinner12,flipped
15003,Honolulu County,HI,West,"[ 1000, 5000)","[118,71672]","[215,71672]","[ 2.0, 5.0)",991788,49.3,23,3,27.2,600.74,72764,"[ 0, 5)","[ 0, 4)",15003,175634,90296,285683,0.614786319,0.31607061,85338,0.688923786,0.297874883,114548,Clinton,Democrat,Obama,Democrat,No
15005,Kalawao County,HI,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",89,53.3,27.8,0,10,11.99,59375,"[ 0, 5)","[ 0, 4)",15005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15007,Kauai County,HI,West,"[  100,  500)","[ 45,  118)","[ 82,  215)","[ 0.0, 2.0)",70475,49.8,33.7,0.7,21.4,619.96,62052,"[ 0, 5)","[ 0, 4)",15007,16456,7574,26335,0.624871844,0.287602051,8882,0.73467618,0.241278726,12517,Clinton,Democrat,Obama,Democrat,No
15009,Maui County,HI,West,"[  100,  500)","[118,71672]","[ 82,  215)","[ 0.0, 2.0)",163019,49.6,35.9,0.8,20.8,1161.52,63512,"[ 0, 5)","[ 0, 4)",15009,33479,13445,51942,0.64454584,0.258846406,20034,0.741116856,0.238469936,24402,Clinton,Democrat,Obama,Democrat,No
16000,13,ID,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",1634464,49.9,93.7,0.8,20,82643.12,46767,NA,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16001,Ada County,ID,West,"[  100,  500)","[118,71672]","[215,71672]","[ 0.0, 2.0)",426236,50,92.5,1.3,19.6,1052.58,55210,"[ 5, 8)","[ 7, 8)",16001,75676,93748,195587,0.386917331,0.47931611,18072,0.427159974,0.54042171,20428,Trump,Republican,Romney,Republican,No
16003,Adams County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",3861,48.9,96.6,0.2,19.3,1363.06,35434,"[11,54]","[12,54]",16003,415,1556,2183,0.19010536,0.712780577,1141,0.280097087,0.68592233,836,Trump,Republican,Romney,Republican,No
16005,Bannock County,ID,West,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",83347,50.2,91.9,0.8,18.8,1111.99,43534,"[11,54]","[10,12)",16005,10342,17180,33405,0.309594372,0.514294267,6838,0.374758934,0.595859331,7796,Trump,Republican,Romney,Republican,No
16007,Bear Lake County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",5957,50.3,97.3,0.3,20,974.79,44964,"[11,54]","[12,54]",16007,255,2203,2928,0.087090164,0.75239071,1948,0.1070163,0.881998583,2187,Trump,Republican,Romney,Republican,No
16009,Benewah County,ID,West,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",9118,49.1,86.7,0.3,21.7,776.62,39049,"[11,54]","[12,54]",16009,780,3101,4192,0.186068702,0.739742366,2321,0.29969104,0.66838311,1432,Trump,Republican,Romney,Republican,No
16011,Bingham County,ID,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",45269,49.7,89.5,0.5,21.1,2093.98,47941,"[11,54]","[10,12)",16011,2924,10907,16625,0.175879699,0.65606015,7983,0.217122081,0.763506221,9618,Trump,Republican,Romney,Republican,No
16013,Blaine County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",21482,49.1,95.7,0.3,16.9,2643.59,64042,"[11,54]","[12,54]",16013,6416,3340,10723,0.598340017,0.311479996,3076,0.587796743,0.386403767,2053,Clinton,Democrat,Obama,Democrat,No
16015,Boise County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",6824,48.7,95.4,0.4,31.5,1899.24,41056,"[11,54]","[12,54]",16015,777,2673,3812,0.20383001,0.701206716,1896,0.28490284,0.682810164,1331,Trump,Republican,Romney,Republican,No
16017,Bonner County,ID,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",41585,50,95.9,0.3,23.3,1734.57,41414,"[11,54]","[12,54]",16017,5140,10220,16815,0.305679453,0.607790663,5080,0.350668968,0.613239102,4867,Trump,Republican,Romney,Republican,No
16019,Bonneville County,ID,West,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",108623,50.3,95,0.7,19.2,1866.08,50872,"[ 8,11)","[10,12)",16019,8930,26699,44212,0.201981363,0.603885823,17769,0.229296568,0.746755346,22407,Trump,Republican,Romney,Republican,No
16021,Boundary County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",10979,49.2,94.8,0.4,20.1,1268.56,37003,"[11,54]","[12,54]",16021,933,3789,5150,0.181165049,0.735728155,2856,0.269586268,0.690580986,1913,Trump,Republican,Romney,Republican,No
16023,Butte County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",2622,48.4,96.1,0.4,21,2231.67,41131,"[ 0, 5)","[ 0, 4)",16023,160,914,1230,0.130081301,0.743089431,754,0.200622084,0.778382582,743,Trump,Republican,Romney,Republican,No
16025,Camas County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",1039,47.4,94.5,0.5,25.1,1074.49,41154,"[ 0, 5)","[ 0, 4)",16025,110,410,599,0.183639399,0.684474124,300,0.275086505,0.69550173,243,Trump,Republican,Romney,Republican,No
16027,Canyon County,ID,West,"[  100,  500)","[118,71672]","[215,71672]","[ 0.0, 2.0)",203143,50.5,93.9,0.8,23.6,587.37,42105,"[ 8,11)","[ 8,10)",16027,16683,46755,72007,0.231685808,0.649311872,30072,0.300590104,0.671342109,24503,Trump,Republican,Romney,Republican,No
16029,Caribou County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",6837,50.1,97.2,0.3,18.7,1764.15,53586,"[11,54]","[12,54]",16029,271,2275,3035,0.089291598,0.749588138,2004,0.126229508,0.855081967,2223,Trump,Republican,Romney,Republican,No
16031,Cassia County,ID,West,"[    0,   10)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",23540,49.3,95.4,0.6,16.3,2565.08,42039,"[ 8,11)","[ 8,10)",16031,1036,5949,8178,0.12668134,0.727439472,4913,0.130320734,0.852509837,6057,Trump,Republican,Romney,Republican,No
16033,Clark County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",867,46.7,93.3,0.8,14,1764.19,33200,"[ 0, 5)","[ 0, 4)",16033,44,203,283,0.155477032,0.717314488,159,0.201219512,0.716463415,169,Trump,Republican,Romney,Republican,No
16035,Clearwater County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",8562,45.4,94.3,0.4,22.8,2457.27,40134,"[11,54]","[12,54]",16035,704,2852,3801,0.185214417,0.750328861,2148,0.279220779,0.6875,1509,Trump,Republican,Romney,Republican,No
16037,Custer County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",4140,48.5,97.1,0.3,22.3,4920.94,39541,"[11,54]","[12,54]",16037,427,1777,2413,0.176958143,0.736427683,1350,0.225340136,0.741496599,1214,Trump,Republican,Romney,Republican,No
16039,Elmore County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 2.0, 5.0)",26094,47.9,88.6,3,17.4,3074.74,42842,"[11,54]","[10,12)",16039,1814,5816,8519,0.212935791,0.682709238,4002,0.314085739,0.653293338,2714,Trump,Republican,Romney,Republican,No
16041,Franklin County,ID,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",13021,49.4,97.3,0.3,23,663.65,44962,"[ 8,11)","[10,12)",16041,385,3901,5499,0.07001273,0.709401709,3516,0.058035714,0.927678571,4870,Trump,Republican,Romney,Republican,No
16043,Fremont County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",12867,47.6,96.4,0.8,22.8,1863.53,44520,"[ 8,11)","[ 8,10)",16043,651,4091,5714,0.113930697,0.715960798,3440,0.139607032,0.845742847,4097,Trump,Republican,Romney,Republican,No
16045,Gem County,ID,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",16866,50.5,95.3,0.2,30.1,560.9,44432,"[ 8,11)","[10,12)",16045,1229,5980,7952,0.154552314,0.752012072,4751,0.261281709,0.709078772,3354,Trump,Republican,Romney,Republican,No
16047,Gooding County,ID,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",15064,48.7,94.9,0.5,18.8,728.97,37050,"[ 5, 8)","[ 7, 8)",16047,930,3743,5191,0.179156232,0.721055673,2813,0.251465416,0.722157093,2409,Trump,Republican,Romney,Republican,No
16049,Idaho County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",16215,47.9,94.2,0.3,17.6,8477.35,37349,"[11,54]","[12,54]",16049,1196,6441,8223,0.145445701,0.78329077,5245,0.222222222,0.751193702,4099,Trump,Republican,Romney,Republican,No
16051,Jefferson County,ID,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",27021,49.7,96.1,0.4,23.7,1093.5,52023,"[11,54]","[10,12)",16051,976,8436,11471,0.085084125,0.735419754,7460,0.114489061,0.869431509,8592,Trump,Republican,Romney,Republican,No
16053,Jerome County,ID,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",22818,48.8,94.9,0.6,17.8,597.19,40126,"[11,54]","[10,12)",16053,2117,7347,10667,0.198462548,0.688759726,5230,0.254303248,0.719054034,3105,Trump,Republican,Romney,Republican,No
16055,Kootenai County,ID,West,"[  100,  500)","[118,71672]","[ 82,  215)","[ 0.0, 2.0)",147326,50.7,94.9,0.4,20.8,1244.13,49002,"[11,54]","[10,12)",16055,16264,44449,66286,0.245361011,0.67056392,28185,0.314972224,0.658372934,20523,Trump,Republican,Romney,Republican,No
16057,Latah County,ID,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",38411,48.7,93.7,0.8,18,1076,41735,"[ 8,11)","[ 8,10)",16057,8093,7255,18146,0.445993607,0.399812631,838,0.495614297,0.452831315,717,Clinton,Democrat,Obama,Democrat,No
16059,Lemhi County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",7726,49,96.2,0.4,15.1,4563.39,34122,"[11,54]","[12,54]",16059,733,3011,4068,0.180186824,0.740167158,2278,0.233633487,0.737162327,2069,Trump,Republican,Romney,Republican,No
16061,Lewis County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",3838,49.1,89.5,0.4,19.5,478.8,36000,"[11,54]","[12,54]",16061,270,1202,1590,0.169811321,0.755974843,932,0.245657568,0.727667494,777,Trump,Republican,Romney,Republican,No
16063,Lincoln County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",5316,48.7,95.8,0.5,29.7,1201.41,42433,"[11,54]","[12,54]",16063,360,1184,1748,0.205949657,0.677345538,824,0.264488286,0.703452528,712,Trump,Republican,Romney,Republican,No
16065,Madison County,ID,West,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",38038,49.9,95.8,0.6,17.1,469.21,32059,"[ 0, 5)","[ 4, 7)",16065,1201,8941,15687,0.076560209,0.569962389,7740,0.05772967,0.932903136,12613,Trump,Republican,Romney,Republican,No
16067,Minidoka County,ID,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",20323,49.6,94.7,0.7,16.1,757.59,43266,"[ 8,11)","[10,12)",16067,1167,4887,6870,0.169868996,0.711353712,3720,0.199340313,0.780438836,4052,Trump,Republican,Romney,Republican,No
16069,Nez Perce County,ID,West,"[   10,   50)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",40007,50.5,90.3,0.5,16.3,848.09,46503,"[11,54]","[12,54]",16069,4828,10699,17195,0.280779296,0.62221576,5871,0.382894112,0.591583571,3516,Trump,Republican,Romney,Republican,No
16071,Oneida County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",4184,49.9,97.5,0.3,20.4,1200.06,40842,"[ 0, 5)","[ 0, 4)",16071,184,1531,2068,0.088974855,0.74032882,1347,0.103877453,0.879846817,1621,Trump,Republican,Romney,Republican,No
16073,Owyhee County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",11353,49.2,91.9,0.9,27.2,7665.51,32175,"[11,54]","[12,54]",16073,591,3052,3920,0.150765306,0.778571429,2461,0.223744292,0.750470051,1961,Trump,Republican,Romney,Republican,No
16075,Payette County,ID,West,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",22836,50.6,94.4,0.4,18,406.87,43649,"[ 8,11)","[ 8,10)",16075,892,4306,5703,0.156408908,0.755041206,3414,0.267333726,0.706768687,3733,Trump,Republican,Romney,Republican,No
16077,Power County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",7617,49,93.4,1,17.3,1404.24,44212,"[ 8,11)","[ 8,10)",16077,699,1666,2758,0.253444525,0.604060914,967,0.338270754,0.644161213,888,Trump,Republican,Romney,Republican,No
16079,Shoshone County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",12390,49.8,95.2,0.3,18.7,2629.67,38440,"[11,54]","[12,54]",16079,1384,3297,5120,0.2703125,0.643945313,1913,0.442307692,0.524281274,422,Trump,Republican,Romney,Republican,No
16081,Teton County,ID,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",10341,48,97.1,0.3,26,449.46,53931,"[11,54]","[12,54]",16081,2157,2161,4966,0.434353605,0.435159082,4,0.425823568,0.543444616,532,Trump,Republican,Romney,Republican,No
16083,Twin Falls County,ID,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",80914,50.6,94.7,0.7,16.6,1921.21,43886,"[11,54]","[10,12)",16083,6844,21063,31893,0.214592544,0.660427053,14219,0.267962476,0.702615308,12232,Trump,Republican,Romney,Republican,No
16085,Valley County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",9826,48.3,96.6,0.3,15.4,3664.52,50473,"[11,54]","[10,12)",16085,1913,2906,5349,0.357636941,0.543279118,993,0.425899573,0.541573491,569,Trump,Republican,Romney,Republican,No
16087,Washington County,ID,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",10021,50,95.1,0.4,22.9,1452.98,37453,"[ 8,11)","[ 8,10)",16087,776,3283,4454,0.174225415,0.737090256,2507,0.254965358,0.722401848,2024,Trump,Republican,Romney,Republican,No
17000,14,IL,Midwest,"[  100,  500)","[118,71672]","[215,71672]","[10.0,15.0)",12880580,50.9,77.7,14.7,28,55518.93,56797,NA,NA,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17001,Adams County,IL,Midwest,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 2.0, 5.0)",66988,51.3,93.7,3.7,16.6,855.2,45073,"[ 0, 5)","[ 4, 7)",17001,7633,22732,31770,0.240258105,0.715517784,15099,0.315246578,0.667070535,10744,Trump,Republican,Romney,Republican,No
17003,Alexander County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[25.0,50.0)",7492,49.5,60.6,36.1,25.6,235.51,26972,"[ 5, 8)","[ 7, 8)",17003,1262,1496,2820,0.44751773,0.530496454,234,0.561087268,0.424892704,476,Trump,Republican,Obama,Democrat,Yes
17005,Bond County,IL,Midwest,"[   10,   50)","[ 45,  118)","[ 45,   82)","[ 5.0,10.0)",17269,47.5,90.9,6.5,23.6,380.28,48163,"[ 0, 5)","[ 4, 7)",17005,2066,4884,7462,0.276869472,0.654516215,2818,0.41224713,0.559185347,1075,Trump,Republican,Romney,Republican,No
17007,Boone County,IL,Midwest,"[  100,  500)","[118,71672]","[ 82,  215)","[ 2.0, 5.0)",53869,50.2,93.2,2.6,30.1,280.72,60893,"[ 0, 5)","[ 0, 4)",17007,8952,12261,22604,0.3960361,0.542426119,3309,0.462569728,0.519570618,1216,Trump,Republican,Romney,Republican,No
17009,Brown County,IL,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[15.0,25.0)",6832,35.5,78.6,19.1,18.9,305.61,42194,"[ 0, 5)","[ 0, 4)",17009,475,1776,2336,0.203339041,0.760273973,1301,0.33319221,0.639712108,724,Trump,Republican,Romney,Republican,No
17011,Bureau County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",33840,51,96.8,0.8,20.4,869.03,48977,"[ 5, 8)","[ 4, 7)",17011,6010,9264,16303,0.368643808,0.568238974,3254,0.489065606,0.491053678,33,Trump,Republican,Romney,Republican,No
17013,Calhoun County,IL,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",4956,49.7,98.8,0.3,39.6,253.83,50436,"[ 0, 5)","[ 0, 4)",17013,739,1719,2556,0.289123631,0.672535211,980,0.419191919,0.559052059,360,Trump,Republican,Romney,Republican,No
17015,Carroll County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",14715,50.1,96.7,1.1,23.8,444.81,47985,"[ 5, 8)","[ 7, 8)",17015,2437,4428,7354,0.331384281,0.602121295,1991,0.496336499,0.481818182,107,Trump,Republican,Obama,Democrat,Yes
17017,Cass County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",13156,49.1,93.2,4.4,22.2,375.82,45734,"[ 5, 8)","[ 7, 8)",17017,1617,3216,5054,0.319944598,0.636327661,1599,0.421984356,0.557225196,657,Trump,Republican,Romney,Republican,No
17019,Champaign County,IL,Midwest,"[  100,  500)","[118,71672]","[ 82,  215)","[10.0,15.0)",207133,50,74.5,12.8,17.6,996.27,45808,"[ 0, 5)","[ 0, 4)",17019,49694,33235,89196,0.557132607,0.372606395,16459,0.520200979,0.452022675,5292,Clinton,Democrat,Obama,Democrat,No
17021,Christian County,IL,Midwest,"[   10,   50)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",33892,49.1,96.5,1.6,24.6,709.38,45145,"[ 5, 8)","[ 7, 8)",17021,3982,10522,15310,0.260091444,0.687263227,6540,0.373722926,0.604345457,3386,Trump,Republican,Romney,Republican,No
17023,Clark County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",16180,50.9,98.2,0.5,21.8,501.42,47405,"[ 8,11)","[ 8,10)",17023,1873,5620,7819,0.239544699,0.71876199,3747,0.329848272,0.655106464,2551,Trump,Republican,Romney,Republican,No
17025,Clay County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",13520,50.8,97.6,0.5,19.6,468.32,40640,"[ 5, 8)","[ 7, 8)",17025,1014,5009,6278,0.161516406,0.797865562,3995,0.268011527,0.709272758,2603,Trump,Republican,Romney,Republican,No
17027,Clinton County,IL,Midwest,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 2.0, 5.0)",37857,48.4,94.3,3.7,25.3,474.09,61720,"[ 5, 8)","[ 4, 7)",17027,3939,12394,17268,0.228109798,0.717743804,8455,0.340185434,0.640051238,4916,Trump,Republican,Romney,Republican,No
17029,Coles County,IL,Midwest,"[  100,  500)","[ 45,  118)","[ 82,  215)","[ 2.0, 5.0)",53320,51.7,93.2,4,17,508.29,37040,"[ 0, 5)","[ 4, 7)",17029,7285,12985,21580,0.337581094,0.601714551,5700,0.433592652,0.54470897,2371,Trump,Republican,Romney,Republican,No
17031,Cook County,IL,Midwest,"[ 5000,71672]","[118,71672]","[215,71672]","[15.0,25.0)",5246456,51.5,65.9,24.6,31.7,945.33,54548,"[ 0, 5)","[ 0, 4)",17031,1528582,440213,2055215,0.743757709,0.214193162,1088369,0.740136937,0.246453278,959919,Clinton,Democrat,Obama,Democrat,No
17033,Crawford County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",19393,48.3,93.3,4.8,18,443.63,46216,"[ 0, 5)","[ 4, 7)",17033,1969,6146,8507,0.231456448,0.722463853,4177,0.332053966,0.648639218,2722,Trump,Republican,Romney,Republican,No
17035,Cumberland County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",10833,50,97.8,0.5,23.6,346.02,43958,"[ 5, 8)","[ 7, 8)",17035,1028,4200,5513,0.186468348,0.761835661,3172,0.310018904,0.662759924,1866,Trump,Republican,Romney,Republican,No
17037,DeKalb County,IL,Midwest,"[  100,  500)","[118,71672]","[ 82,  215)","[ 5.0,10.0)",105462,50.5,87.9,7.1,26.1,631.31,53375,"[ 0, 5)","[ 0, 4)",17037,20348,19051,42605,0.477596526,0.44715409,1297,0.516114091,0.460897123,2265,Clinton,Democrat,Obama,Democrat,No
17039,De Witt County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",16284,50.1,97.3,0.8,21.8,397.51,51051,"[ 0, 5)","[ 4, 7)",17039,1907,5072,7469,0.255321998,0.679073504,3165,0.354047424,0.623603162,1978,Trump,Republican,Romney,Republican,No
17041,Douglas County,IL,Midwest,"[   10,   50)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",19889,50.4,97.5,0.6,20.8,416.67,52741,"[ 0, 5)","[ 4, 7)",17041,1946,5695,8089,0.240573618,0.704042527,3749,0.307516796,0.675751046,2905,Trump,Republican,Romney,Republican,No
17043,DuPage County,IL,Midwest,"[ 1000, 5000)","[118,71672]","[215,71672]","[ 5.0,10.0)",932708,50.9,81.7,5.1,28.9,327.5,78487,"[ 0, 5)","[ 0, 4)",17043,222499,164355,412929,0.538831131,0.39802242,58144,0.497040333,0.486772767,4078,Clinton,Democrat,Obama,Democrat,No
17045,Edgar County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",17841,51.5,98.2,0.5,23.3,623.37,42133,"[ 8,11)","[ 8,10)",17045,1778,5634,7783,0.228446614,0.723885391,3856,0.328169014,0.656209987,2562,Trump,Republican,Romney,Republican,No
17047,Edwards County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",6617,51.2,97.8,0.7,22.5,222.42,39075,"[ 0, 5)","[ 0, 4)",17047,432,2777,3312,0.130434783,0.838466184,2345,0.23379845,0.744806202,1648,Trump,Republican,Romney,Republican,No
17049,Effingham County,IL,Midwest,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",34320,50.2,98.1,0.4,17.8,478.78,52108,"[ 0, 5)","[ 0, 4)",17049,3071,13613,17428,0.176210695,0.78109938,10542,0.232298885,0.752696595,8636,Trump,Republican,Romney,Republican,No
17051,Fayette County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",21870,47.3,93.8,4.6,22.7,716.48,44722,"[ 5, 8)","[ 7, 8)",17051,1814,7363,9515,0.190646348,0.773830793,5549,0.317750753,0.663840232,3102,Trump,Republican,Romney,Republican,No
17053,Ford County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",13688,50.5,97.4,0.9,21.8,485.62,48866,"[ 0, 5)","[ 4, 7)",17053,1410,4474,6289,0.224200986,0.711400859,3064,0.275666667,0.704166667,2571,Trump,Republican,Romney,Republican,No
17055,Franklin County,IL,Midwest,"[   50,  100)","[ 45,  118)","[ 82,  215)","[ 0.0, 2.0)",39411,50.9,97.5,0.5,24,408.89,36273,"[ 8,11)","[ 8,10)",17055,4711,13101,18533,0.25419521899999997,0.706901203,8390,0.404952211,0.573081438,3008,Trump,Republican,Romney,Republican,No
17057,Fulton County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",36007,47.8,94.3,3.9,27,865.6,45130,"[ 5, 8)","[ 4, 7)",17057,6118,8482,15609,0.39195336,0.543404446,2364,0.54273978,0.431766317,1702,Trump,Republican,Obama,Democrat,Yes
17059,Gallatin County,IL,Midwest,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",5291,51.4,97.5,0.7,24.5,323.07,40330,"[ 0, 5)","[ 0, 4)",17059,656,1942,2691,0.243775548,0.721664809,1286,0.400155703,0.580770728,464,Trump,Republican,Romney,Republican,No
17061,Greene County,IL,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",13434,49.6,97.9,1,28.9,543.02,43502,"[ 5, 8)","[ 4, 7)",17061,1202,4139,5542,0.21688921,0.746842295,2937,0.360349127,0.613822586,1423,Trump,Republican,Romney,Republican,No
17063,Grundy County,IL,Midwest,"[  100,  500)","[118,71672]","[ 82,  215)","[ 0.0, 2.0)",50425,50.2,96.1,1.5,29,418.04,64541,"[ 0, 5)","[ 4, 7)",17063,8021,13417,22891,0.35039972,0.586125552,5396,0.444693644,0.534357702,1879,Trump,Republican,Romney,Republican,No
17065,Hamilton County,IL,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",8296,50.8,97.9,0.6,26.5,434.67,38417,"[ 0, 5)","[ 0, 4)",17065,800,3205,4143,0.19309679,0.773594014,2405,0.321728081,0.652096569,1300,Trump,Republican,Romney,Republican,No
17067,Hancock County,IL,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",18564,50.7,98.2,0.4,23.2,793.73,43925,"[ 5, 8)","[ 4, 7)",17067,1744,5713,7818,0.223074955,0.730749552,3969,0.394458622,0.584518167,1564,Trump,Republican,Romney,Republican,No
17069,Hardin County,IL,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",4129,49.7,97.3,0.5,20.9,177.53,37071,"[ 0, 5)","[ 0, 4)",17069,419,1650,2133,0.196436943,0.773558368,1231,0.318454936,0.658798283,793,Trump,Republican,Romney,Republican,No
17071,Henderson County,IL,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",6916,51.1,97.8,0.4,23.3,378.87,49389,"[ 8,11)","[10,12)",17071,1151,2153,3480,0.330747126,0.618678161,1002,0.554869492,0.431658715,439,Trump,Republican,Obama,Democrat,Yes
17073,Henry County,IL,Midwest,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",49635,50.2,95.9,1.9,22.8,822.99,52940,"[ 5, 8)","[ 4, 7)",17073,8835,13962,24232,0.364600528,0.576180258,5127,0.507269657,0.476296388,752,Trump,Republican,Obama,Democrat,Yes
17075,Iroquois County,IL,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",28879,51.2,96.9,1,24.4,1117.32,47079,"[ 5, 8)","[ 7, 8)",17075,2496,9728,12923,0.193144007,0.752766386,7232,0.266875489,0.713782302,5707,Trump,Republican,Romney,Republican,No
17077,Jackson County,IL,Midwest,"[  100,  500)","[ 45,  118)","[ 82,  215)","[10.0,15.0)",59677,49.5,78.2,14.8,18.5,584.08,33479,"[ 5, 8)","[ 4, 7)",17077,11619,10889,24509,0.47407075,0.444285773,730,0.533553563,0.430863615,2176,Clinton,Democrat,Obama,Democrat,No
