year,id,age,race,sex,siblings,kids
1980,1027,60,White,Male,3,2
1980,1028,29,White,Female,6+,2
1980,1029,59,White,Male,3,1
1980,1030,38,White,Female,6+,2
1980,1031,35,White,Male,1,0
1980,1032,58,White,Male,6+,1
1980,1034,56,White,Female,6+,0
1980,1035,57,White,Female,5,3
1980,1036,57,White,Male,6+,0
1980,1037,44,White,Female,6+,3
1980,1038,63,White,Female,6+,4+
1980,1039,33,White,Male,1,2
1980,1040,27,White,Male,2,0
1980,1041,64,White,Male,0,2
1980,1042,67,White,Female,6+,3
1980,1043,67,White,Female,6+,4+
1980,1044,77,White,Female,4,4+
1980,1045,38,White,Male,1,3
1980,1046,67,White,Female,3,1
1980,1047,35,White,Female,4,0
1980,1048,60,White,Male,1,2
1980,1049,28,White,Male,6+,0
1980,1050,44,White,Male,6+,2
1980,1051,57,White,Female,6+,2
1980,1052,30,White,Male,6+,0
1980,1053,65,White,Female,1,2
1980,1054,30,White,Male,1,0
1980,1055,25,White,Female,1,0
1980,1056,33,White,Female,4,0
1980,1057,42,White,Female,4,4+
1980,1058,21,White,Female,2,1
1980,1059,41,White,Male,5,4+
1980,1060,30,White,Male,1,0
1980,1061,31,White,Female,4,0
1980,1062,76,White,Female,5,1
1980,1063,44,White,Female,6+,4+
1980,1064,55,White,Female,1,0
1980,1065,31,White,Female,1,2
1980,1066,41,White,Male,6+,4+
1980,1067,54,White,Male,4,4+
1980,1068,29,White,Male,5,3
1980,1069,20,White,Female,3,0
1980,1070,65,White,Male,0,2
1980,1071,68,White,Female,1,4+
1980,1072,34,White,Male,1,1
1980,1073,20,White,Male,2,0
1980,1074,58,White,Male,6+,3
1980,1075,40,White,Female,3,3
1980,1076,37,White,Male,6+,4+
1980,1077,54,White,Female,2,3
1980,1078,37,White,Male,6+,0
1980,1079,36,White,Male,5,2
1980,1080,44,White,Male,0,1
1980,1081,71,White,Male,6+,4+
1980,1082,24,White,Female,2,2
1980,1083,42,White,Female,2,4+
1980,1084,40,Black,Female,3,0
1980,1085,31,White,Male,0,0
1980,1086,29,White,Female,3,0
1980,1087,25,White,Female,2,0
1980,1088,88,White,Female,6+,2
1980,1089,46,White,Male,1,2
1980,1090,69,White,Female,1,4+
1980,1091,28,White,Female,2,1
1980,1092,24,White,Female,3,0
1980,1093,63,White,Female,1,0
1980,1094,49,Black,Female,2,4+
1980,1095,36,White,Male,1,0
1980,1096,57,White,Male,0,2
1980,1097,33,White,Male,1,0
1980,1098,41,White,Male,2,4+
1980,1099,37,White,Male,2,0
1980,1100,24,White,Male,3,0
1980,1101,28,White,Female,4,4+
1980,1102,38,White,Female,1,1
1980,1103,37,White,Male,5,2
1980,1104,52,White,Male,4,4+
1980,1105,76,Black,Female,6+,2
1980,1106,22,Black,Female,2,1
1980,1107,69,Black,Female,6+,0
1980,1108,65,Black,Female,6+,1
1980,1109,33,Black,Female,6+,4+
1980,1110,56,Black,Female,6+,0
1980,1111,58,Black,Female,6+,4+
1980,1112,31,White,Male,5,0
1980,1113,34,White,Female,1,0
1980,1114,27,Black,Female,6+,0
1980,1115,38,White,Female,4,2
1980,1116,52,White,Male,1,4+
1980,1117,24,Black,Male,2,2
1980,1118,30,White,Female,6+,3
1980,1119,27,White,Female,4,1
1980,1120,23,White,Male,4,0
1980,1121,23,White,Female,4,0
1980,1122,19,White,Female,1,0
1980,1123,26,White,Female,1,0
1980,1124,47,White,Female,2,2
1980,1125,56,White,Male,5,3
1980,1126,42,White,Female,2,4+
1980,1127,20,White,Male,4,0
1980,1128,74,White,Male,5,4+
1980,1129,53,White,Male,4,2
1980,1130,29,White,Female,4,2
1980,1131,51,White,Female,2,4+
1980,1132,47,White,Female,6+,2
1980,1133,24,White,Male,6+,0
1980,1134,29,White,Male,2,1
1980,1135,24,White,Female,2,0
1980,1136,25,White,Male,2,0
1980,1137,48,White,Female,4,3
1980,1138,43,White,Male,1,3
1980,1139,36,White,Male,6+,4+
1980,1140,45,White,Female,6+,4+
1980,1141,70,White,Female,1,0
1980,1142,39,White,Male,2,4+
1980,1143,47,Black,Female,1,4+
1980,1144,20,White,Female,3,0
1980,1145,30,White,Male,6+,1
1980,1146,75,White,Female,6+,4+
1980,1147,62,White,Female,1,3
1980,1148,49,White,Female,6+,4+
1980,1149,81,White,Male,6+,0
1980,1150,43,White,Female,2,4+
1980,1151,23,White,Male,4,1
1980,1152,52,White,Female,6+,2
1980,1153,56,White,Female,0,2
1980,1154,36,White,Female,1,3
1980,1155,60,White,Female,0,2
1980,1156,85,White,Female,3,1
1980,1157,64,White,Male,2,3
1980,1158,50,White,Female,0,3
1980,1159,53,White,Male,5,2
1980,1160,83,White,Female,6+,0
1980,1161,84,White,Female,2,3
1980,1162,54,White,Female,2,3
1980,1163,36,White,Female,5,3
1980,1164,21,White,Female,6+,1
1980,1165,57,White,Female,6+,4+
1980,1166,37,White,Male,2,2
1980,1167,33,White,Female,0,1
1980,1168,43,White,Male,1,4+
1980,1169,35,White,Female,2,1
1980,1170,28,White,Female,6+,4+
1980,1171,45,White,Female,6+,4+
1980,1172,31,White,Female,4,2
1980,1173,43,White,Female,1,2
1980,1174,35,White,Male,2,3
1980,1175,27,Black,Female,2,2
1980,1176,40,White,Female,1,0
1980,1177,33,White,Male,2,0
1980,1178,26,Black,Female,2,0
1980,1179,39,White,Female,4,1
1980,1180,49,White,Female,5,2
1980,1181,65,White,Female,5,1
1980,1182,38,White,Female,0,2
1980,1183,21,White,Male,2,0
1980,1184,29,White,Male,1,0
1980,1185,30,Black,Male,5,1
1980,1186,21,White,Male,5,0
1980,1187,36,Black,Female,1,1
1980,1188,21,White,Male,1,0
1980,1189,57,White,Male,4,1
1980,1190,35,White,Male,2,1
1980,1191,33,White,Male,3,0
1980,1192,55,White,Female,3,4+
1980,1193,19,White,Female,6+,2
1980,1194,33,White,Female,1,1
1980,1195,28,White,Male,3,1
1980,1196,53,White,Male,4,0
1980,1197,32,White,Male,5,1
1980,1198,47,White,Female,2,3
1980,1199,22,White,Female,6+,0
1980,1200,19,White,Female,5,1
1980,1201,41,Black,Female,6+,4+
1980,1202,65,White,Male,4,2
1980,1203,46,White,Male,1,3
1980,1204,31,White,Female,5,2
1980,1205,21,Black,Female,6+,0
1980,1206,70,White,Female,2,2
1980,1207,26,White,Male,2,0
1980,1208,49,White,Female,5,3
1980,1209,25,White,Female,2,0
1980,1210,63,White,Female,2,3
1980,1211,21,White,Female,4,0
1980,1212,32,White,Male,2,0
1980,1213,32,White,Male,1,0
1980,1214,29,White,Male,4,1
1980,1215,25,White,Male,1,0
1980,1216,32,White,Male,0,1
1980,1217,21,White,Male,4,0
1980,1218,30,White,Male,1,0
1980,1219,22,White,Female,4,0
1980,1220,30,White,Female,5,0
1980,1221,34,White,Female,6+,1
1980,1222,63,White,Male,3,2
1980,1223,26,White,Female,6+,0
1980,1224,24,White,Male,1,0
1980,1225,89,White,Male,4,4+
1980,1226,43,White,Female,4,4+
1980,1227,42,Black,Female,6+,3
1980,1228,34,White,Female,5,2
1980,1229,31,White,Male,2,0
1980,1230,33,Black,Male,6+,4+
1980,1231,28,White,Female,3,2
1980,1232,61,White,Female,0,0
1980,1233,29,White,Female,1,0
1980,1234,69,White,Male,2,2
1980,1235,30,White,Male,3,0
1980,1236,35,White,Male,4,0
1980,1237,38,White,Female,2,1
1980,1238,65,White,Female,2,2
1980,1240,33,White,Male,2,0
1980,1241,37,White,Male,6+,3
1980,1242,23,White,Male,3,0
1980,1243,64,White,Male,2,2
1980,1244,27,White,Female,4,1
1980,1245,33,White,Female,5,3
1980,1246,62,White,Female,6+,2
1980,1247,23,White,Female,5,0
1980,1248,72,White,Male,2,0
1980,1249,69,White,Female,6+,4+
1980,1250,82,White,Female,6+,2
1980,1251,80,White,Male,6+,0
1980,1252,49,White,Female,1,2
1980,1254,65,White,Male,6+,1
1980,1255,63,Other,Female,6+,2
1980,1256,65,White,Male,3,4+
1980,1257,77,White,Female,1,0
1980,1258,67,White,Female,6+,0
1980,1259,77,White,Female,5,1
1980,1260,76,White,Female,2,1
1980,1261,34,White,Male,1,3
1980,1262,44,White,Female,2,3
1980,1263,64,White,Female,6+,2
1980,1264,31,White,Female,6+,1
1980,1265,28,White,Female,2,0
1980,1266,33,White,Male,1,0
1980,1267,53,White,Male,4,4+
1980,1268,47,White,Male,3,1
1980,1269,37,White,Female,1,2
1980,1270,57,White,Male,4,3
1980,1271,50,White,Female,3,4+
1980,1272,23,White,Female,6+,1
1980,1273,26,White,Female,5,2
1980,1274,48,White,Male,4,3
1980,1275,68,White,Female,6+,0
1980,1276,66,White,Male,6+,2
1980,1277,34,White,Male,6+,0
1980,1278,57,White,Male,1,0
1980,1279,58,White,Male,5,0
1980,1280,65,White,Female,1,2
1980,1281,54,White,Female,6+,2
1980,1282,25,White,Female,3,1
1980,1283,24,White,Male,6+,0
1980,1284,67,White,Female,5,1
1980,1285,33,White,Male,0,3
1980,1286,32,White,Male,6+,3
1980,1287,59,White,Female,2,4+
1980,1288,58,White,Male,2,2
1980,1289,66,White,Female,2,4+
1980,1290,26,White,Female,2,0
1980,1291,25,White,Male,3,0
1980,1292,29,White,Male,6+,2
1980,1293,80,White,Female,4,2
1980,1294,67,White,Female,3,3
1980,1295,74,White,Male,6+,2
1980,1296,86,White,Male,6+,2
1980,1297,27,White,Male,5,1
1980,1298,69,White,Male,4,0
1980,1299,46,White,Male,5,4+
1980,1300,70,White,Female,3,2
1980,1301,58,White,Male,6+,0
1980,1302,53,White,Female,6+,4+
1980,1303,66,White,Female,6+,4+
1980,1304,61,White,Female,4,3
1980,1305,42,White,Female,6+,4+
1980,1306,40,White,Male,1,4+
1980,1307,52,White,Female,1,3
1980,1308,29,White,Female,6+,2
1980,1309,39,White,Male,2,2
1980,1310,78,White,Female,6+,4+
1980,1311,32,White,Female,6+,3
1980,1312,79,White,Female,5,1
1980,1313,42,White,Male,5,3
1980,1314,49,White,Male,6+,3
1980,1315,31,White,Female,6+,4+
1980,1316,20,White,Male,4,0
1980,1317,35,White,Male,4,2
1980,1318,53,White,Female,6+,2
1980,1319,63,White,Female,6+,3
1980,1320,63,White,Female,6+,4+
1980,1321,51,White,Male,6+,2
1980,1322,60,White,Male,6+,2
1980,1323,37,White,Male,1,0
1980,1324,62,White,Male,2,0
1980,1325,22,White,Male,2,0
1980,1326,74,White,Female,6+,4+
1980,1327,57,White,Female,6+,0
1980,1328,55,White,Male,6+,3
1980,1329,32,White,Male,3,1
1980,1330,28,White,Female,2,1
1980,1331,31,White,Male,6+,3
1980,1332,66,White,Female,2,3
1980,1333,50,White,Female,6+,3
1980,1334,21,White,Female,3,1
1980,1335,45,White,Male,4,3
1980,1336,46,White,Female,1,4+
1980,1337,67,White,Male,1,1
1980,1338,29,White,Female,2,2
1980,1339,24,White,Female,6+,2
1980,1340,32,Black,Female,6+,1
1980,1341,25,White,Male,6+,1
1980,1342,35,White,Male,1,1
1980,1343,31,White,Male,6+,1
1980,1344,89,White,Female,3,3
1980,1345,29,White,Male,3,2
1980,1346,22,White,Female,3,1
1980,1347,27,White,Male,5,2
1980,1348,22,White,Female,3,0
1980,1349,47,White,Male,4,4+
1980,1350,73,White,Female,6+,2
1980,1351,22,Black,Female,6+,2
1980,1352,26,Black,Male,3,2
1980,1353,34,Black,Female,0,1
1980,1354,31,Black,Male,6+,0
1980,1355,33,Black,Male,6+,3
1980,1356,27,Black,Female,6+,2
1980,1357,59,White,Female,6+,2
1980,1358,42,White,Female,4,4+
1980,1359,46,White,Male,4,4+
1980,1360,39,White,Female,3,2
1980,1361,45,White,Female,6+,2
1980,1362,45,White,Female,4,0
1980,1363,53,White,Male,1,1
1980,1364,62,White,Female,6+,4+
1980,1365,45,White,Male,6+,4+
1980,1366,65,White,Male,4,4+
1980,1367,52,White,Female,1,4+
1980,1368,20,White,Female,3,0
1980,1369,27,White,Male,1,0
1980,1370,27,White,Female,2,2
1980,1371,48,White,Male,3,4+
1980,1372,84,White,Female,3,1
1980,1373,28,White,Female,1,2
1980,1374,30,White,Male,3,2
1980,1375,23,White,Female,6+,1
1980,1376,38,White,Female,5,1
1980,1377,33,White,Female,2,2
1980,1378,53,White,Male,4,3
1980,1379,73,White,Female,6+,3
1980,1380,30,White,Female,3,3
1980,1381,30,White,Male,2,0
1980,1382,53,White,Female,3,1
1980,1383,56,White,Male,1,3
1980,1384,50,White,Female,0,4+
1980,1385,33,White,Male,2,1
1980,1386,26,White,Female,4,2
1980,1387,51,White,Male,3,4+
1980,1388,65,White,Male,1,2
1980,1389,77,White,Male,4,2
1980,1390,35,White,Male,5,2
1980,1391,55,White,Male,6+,3
1980,1392,40,White,Female,2,3
1980,1393,24,White,Female,3,1
1980,1394,69,White,Male,1,4+
1980,1395,69,White,Female,2,2
1980,1396,68,White,Male,6+,1
1980,1397,46,White,Female,6+,2
1980,1398,48,White,Female,6+,1
1980,1399,57,White,Male,6+,3
1980,1400,37,White,Male,1,3
1980,1401,29,White,Male,2,1
1980,1402,71,White,Female,2,2
1980,1403,21,White,Female,4,0
1980,1404,41,White,Female,2,4+
1980,1405,30,White,Male,4,2
1980,1406,29,White,Male,6+,3
1980,1407,84,White,Female,3,3
1980,1408,57,White,Male,6+,4+
1980,1409,46,White,Female,3,4+
1980,1410,19,White,Female,4,0
1980,1411,20,White,Female,5,2
1980,1412,60,White,Female,6+,4+
1980,1413,36,White,Female,5,1
1980,1414,77,White,Female,2,2
1980,1415,66,White,Female,6+,4+
1980,1416,34,White,Female,3,0
1980,1417,72,White,Female,6+,2
1980,1418,32,White,Female,2,2
1980,1419,46,White,Male,2,4+
1980,1420,68,White,Male,2,2
1980,1421,28,White,Female,3,2
1980,1422,26,White,Female,6+,2
1980,1423,40,White,Male,3,4+
1980,1424,62,White,Female,4,4+
1980,1425,33,White,Male,0,2
1980,1426,31,White,Female,4,3
1980,1427,24,White,Male,5,2
1980,1428,47,White,Male,1,1
1980,1429,28,White,Male,3,0
1980,1430,25,White,Male,3,1
1980,1431,66,White,Male,6+,1
1980,1432,54,White,Male,6+,3
1980,1433,40,White,Female,6+,4+
1980,1434,75,White,Female,6+,0
1980,1435,32,White,Male,6+,2
1980,1436,19,White,Female,2,0
1980,1437,50,Black,Male,6+,4+
1980,1438,58,White,Female,6+,4+
1980,1439,21,White,Female,4,2
1980,1440,41,White,Female,6+,3
1980,1441,30,White,Female,4,2
1980,1442,43,White,Female,3,2
1980,1443,33,White,Female,1,2
1980,1444,74,Black,Female,6+,1
1980,1445,49,White,Male,6+,3
1980,1446,33,White,Male,6+,1
1980,1447,40,White,Male,5,4+
1980,1448,39,White,Male,6+,4+
1980,1449,71,White,Female,6+,2
1980,1450,28,White,Female,6+,3
1980,1451,60,Black,Female,5,4+
1980,1452,54,White,Male,3,2
1980,1453,58,White,Female,6+,4+
1980,1454,42,White,Male,1,2
1980,1455,29,White,Female,4,3
1980,1456,65,White,Female,2,3
1980,1457,45,White,Female,4,3
1980,1458,29,White,Female,5,3
1980,1459,42,White,Male,1,1
1980,1460,39,White,Female,0,2
1980,1461,56,White,Male,2,4+
1980,1462,68,White,Male,6+,2
1980,1463,64,Black,Male,5,0
1980,1464,28,White,Female,3,1
1980,1465,20,White,Male,3,0
1980,1466,66,White,Male,4,3
1980,1467,23,White,Female,4,0
1980,1468,24,White,Male,2,0
1982,1,41,White,Male,2,3
1982,2,49,White,Female,6+,2
1982,3,27,White,Female,4,0
1982,4,24,White,Female,3,0
1982,5,57,White,Male,2,0
1982,6,29,White,Male,3,0
1982,7,21,White,Female,3,0
1982,8,68,White,Male,3,3
1982,9,54,White,Female,1,0
1982,10,80,White,Male,5,1
1982,11,74,White,Female,1,2
1982,12,30,White,Male,5,0
1982,13,53,White,Female,6+,4+
1982,14,39,White,Male,6+,3
1982,15,36,White,Female,1,2
1982,16,51,White,Female,1,4+
1982,17,57,White,Female,6+,2
1982,18,53,White,Female,0,1
1982,19,55,White,Male,3,0
1982,20,66,White,Female,2,3
1982,21,20,White,Female,2,0
1982,22,53,White,Female,4,2
1982,23,38,White,Male,0,4+
1982,24,29,White,Male,3,0
1982,25,41,White,Female,1,0
1982,26,61,White,Female,4,0
1982,27,35,White,Female,2,0
1982,28,25,White,Female,2,0
1982,29,56,White,Female,1,1
1982,30,46,White,Female,5,3
1982,31,19,White,Male,2,0
1982,32,68,White,Female,3,2
1982,33,38,White,Female,2,2
1982,34,29,White,Male,3,0
1982,35,59,White,Female,6+,4+
1982,36,33,White,Female,6+,3
1982,37,49,White,Female,3,4+
1982,38,36,White,Female,1,1
1982,39,65,White,Female,1,3
1982,40,26,White,Male,3,0
1982,41,66,White,Male,2,1
1982,42,31,White,Male,2,1
1982,43,71,White,Male,3,4+
1982,44,39,Black,Male,2,0
1982,46,31,White,Female,1,2
1982,48,35,Black,Female,3,1
1982,50,48,White,Female,0,3
1982,51,56,White,Male,1,2
1982,52,57,Black,Female,6+,0
1982,53,80,White,Female,2,0
1982,54,70,White,Male,1,2
1982,55,81,White,Male,6+,2
1982,56,36,Other,Female,3,3
1982,57,64,Other,Female,6+,4+
1982,58,69,White,Female,2,0
1982,59,32,White,Male,6+,4+
1982,60,65,White,Female,5,2
1982,61,29,White,Male,1,0
1982,62,32,White,Female,1,0
1982,63,44,White,Female,6+,2
1982,64,26,Other,Male,6+,2
1982,65,25,White,Male,4,1
1982,66,44,White,Female,3,2
1982,67,30,Black,Female,5,2
1982,68,74,White,Female,3,0
1982,69,23,White,Female,2,0
1982,70,82,White,Female,5,2
1982,71,48,White,Female,2,0
1982,72,88,White,Female,4,2
1982,73,30,White,Female,1,0
1982,74,31,White,Male,6+,1
1982,75,43,White,Female,2,1
1982,76,32,White,Male,3,3
1982,77,25,White,Female,3,0
1982,78,69,White,Female,1,0
1982,79,59,White,Female,3,2
1982,80,58,White,Male,5,0
1982,81,85,White,Female,6+,2
1982,82,82,White,Male,6+,1
1982,83,22,Black,Female,6+,0
1982,84,29,Black,Male,1,0
1982,85,35,White,Female,2,0
1982,86,42,Other,Male,4,2
1982,87,52,White,Male,1,3
1982,89,46,White,Male,4,3
1982,90,32,Black,Female,6+,0
1982,91,56,White,Male,3,1
1982,92,35,White,Male,6+,0
1982,93,34,White,Male,5,1
1982,94,79,White,Female,3,1
1982,95,37,Black,Female,6+,4+
1982,96,49,Black,Male,5,4+
1982,97,21,White,Female,6+,0
1982,98,34,White,Male,6+,1
1982,99,37,White,Male,6+,1
1982,100,30,White,Male,5,3
1982,101,64,White,Female,6+,4+
1982,102,28,White,Male,3,2
1982,103,61,White,Female,5,4+
1982,104,29,White,Female,3,4+
1982,105,61,White,Male,6+,3
1982,106,21,White,Female,4,1
1982,107,89,White,Female,4,0
1982,108,61,White,Female,1,4+
1982,109,55,White,Male,6+,4+
1982,110,70,White,Female,6+,4+
1982,111,22,White,Female,5,0
1982,112,60,White,Male,2,3
1982,113,34,White,Female,4,2
1982,114,61,White,Male,3,3
1982,115,36,White,Male,3,2
1982,116,38,White,Male,1,2
1982,117,40,White,Female,1,3
1982,118,38,White,Female,2,2
1982,119,33,White,Female,6+,1
1982,120,47,White,Female,6+,4+
1982,121,24,White,Female,2,0
1982,122,66,White,Female,3,1
1982,123,21,White,Female,4,0
1982,124,25,White,Male,1,0
1982,125,25,White,Male,3,0
1982,126,24,White,Female,2,0
1982,127,33,White,Male,1,0
1982,128,23,White,Male,2,0
1982,129,42,White,Female,6+,2
1982,130,27,White,Male,4,0
1982,131,31,White,Female,4,2
1982,132,35,White,Male,0,2
1982,133,27,White,Male,4,0
1982,134,27,White,Female,4,0
1982,135,35,White,Male,2,0
1982,136,61,White,Female,0,2
1982,137,30,White,Male,2,1
1982,138,41,White,Female,1,0
1982,139,34,White,Male,0,1
1982,140,82,White,Female,6+,3
1982,141,45,White,Female,6+,3
1982,142,27,White,Male,2,0
1982,143,47,White,Female,3,3
1982,144,80,White,Male,6+,3
1982,145,40,White,Female,2,2
1982,146,37,White,Female,1,2
1982,147,57,White,Male,6+,3
1982,148,39,White,Male,3,3
1982,149,63,White,Male,4,2
1982,150,62,White,Female,1,1
1982,151,87,White,Female,4,2
1982,152,71,White,Female,0,1
1982,153,65,White,Male,6+,1
1982,154,67,White,Male,3,3
1982,155,65,White,Female,3,2
1982,156,20,White,Female,3,0
1982,157,41,White,Female,4,3
1982,158,64,White,Female,2,2
1982,159,45,Black,Female,0,2
1982,160,25,Black,Male,6+,2
1982,161,73,White,Male,6+,3
1982,162,37,White,Male,1,2
1982,163,42,White,Male,6+,3
1982,164,56,White,Female,1,0
1982,165,73,White,Male,5,4+
1982,166,55,White,Male,1,3
1982,167,42,White,Female,5,0
1982,168,19,Black,Female,1,0
1982,169,30,Black,Female,3,2
1982,170,30,Black,Female,3,0
1982,172,43,Black,Male,4,2
1982,173,48,Black,Male,6+,4+
1982,174,26,White,Male,6+,0
1982,175,40,Black,Female,6+,3
1982,176,63,Black,Female,2,2
1982,177,29,White,Female,6+,2
1982,178,44,White,Female,0,2
1982,179,72,White,Female,3,0
1982,180,67,White,Female,6+,3
1982,181,30,White,Male,2,0
1982,182,24,Other,Female,4,3
1982,183,33,White,Female,2,3
1982,184,22,White,Female,6+,1
1982,185,22,White,Male,6+,0
1982,186,19,White,Female,4,0
1982,187,34,White,Female,1,3
1982,188,49,White,Male,6+,4+
1982,189,34,Black,Female,2,2
1982,190,24,Black,Female,6+,1
1982,191,52,Black,Male,4,4+
1982,192,30,Black,Male,6+,2
1982,193,26,White,Male,4,0
1982,194,35,Black,Female,3,3
1982,195,77,White,Female,5,0
1982,196,79,White,Female,2,2
1982,197,64,White,Male,3,2
1982,198,62,White,Female,1,3
1982,199,68,White,Female,4,4+
1982,200,23,White,Female,4,1
1982,201,63,White,Male,5,2
1982,202,80,White,Female,6+,4+
1982,203,21,White,Male,1,1
1982,204,30,White,Female,5,2
1982,205,46,White,Male,6+,4+
1982,206,23,White,Male,2,0
1982,207,64,White,Male,1,3
1982,208,38,White,Female,2,3
1982,209,59,White,Male,0,2
1982,210,44,White,Female,4,0
1982,211,30,White,Female,2,1
1982,212,47,White,Female,5,4+
1982,213,47,White,Female,2,2
1982,214,44,White,Male,1,4+
1982,215,32,White,Female,3,3
1982,216,70,White,Male,0,2
1982,217,29,White,Female,2,2
1982,218,73,White,Female,2,3
1982,219,22,White,Female,3,0
1982,220,21,White,Male,0,0
1982,221,46,White,Female,1,4+
1982,222,85,White,Male,3,0
1982,223,26,White,Male,2,0
1982,224,72,White,Female,2,4+
1982,225,74,White,Male,6+,1
1982,226,50,White,Male,1,4+
1982,227,50,White,Male,3,2
1982,228,25,White,Female,2,0
1982,229,75,White,Male,4,1
1982,230,61,White,Male,5,2
1982,231,25,White,Female,2,1
1982,232,39,White,Male,6+,4+
1982,233,29,White,Male,4,0
1982,234,74,White,Female,0,4+
1982,235,32,White,Female,2,0
1982,236,26,White,Male,2,0
1982,237,34,White,Female,1,2
1982,238,40,White,Male,6+,0
1982,239,31,White,Male,3,2
1982,240,37,White,Male,2,0
1982,241,27,White,Male,4,0
1982,242,19,White,Female,1,0
1982,243,56,White,Male,2,3
1982,244,54,White,Male,0,2
1982,245,24,White,Male,2,0
1982,246,50,White,Female,1,3
1982,247,32,White,Male,5,0
1982,248,56,White,Female,2,4+
1982,249,23,White,Male,4,0
1982,250,19,White,Female,6+,0
1982,251,32,White,Female,3,2
1982,252,43,White,Female,4,2
1982,253,55,White,Female,6+,0
1982,254,63,White,Female,6+,1
1982,255,61,White,Female,4,4+
1982,256,46,White,Male,6+,2
1982,257,63,White,Female,3,2
1982,258,45,White,Female,1,3
1982,259,40,White,Female,1,2
1982,260,19,White,Male,1,0
1982,261,75,White,Female,3,3
1982,262,35,White,Female,6+,0
1982,263,50,White,Female,5,4+
1982,264,63,White,Female,6+,0
1982,265,37,White,Male,3,2
1982,266,30,White,Male,3,0
1982,267,24,White,Male,4,0
1982,268,72,White,Male,1,2
1982,269,66,White,Female,6+,0
1982,270,27,Black,Female,6+,0
1982,271,31,White,Male,5,1
1982,272,76,White,Female,3,1
1982,273,74,White,Female,5,4+
1982,274,27,White,Male,3,0
1982,275,23,White,Female,5,0
1982,276,34,White,Male,1,0
1982,277,31,White,Female,6+,1
1982,278,30,White,Male,2,2
1982,279,21,White,Female,1,1
1982,280,40,White,Female,1,1
1982,281,33,White,Male,4,1
1982,282,48,White,Female,2,4+
1982,283,89,White,Male,3,0
1982,284,60,White,Female,3,3
1982,285,22,White,Male,1,0
1982,286,52,White,Female,2,4+
1982,287,58,White,Female,6+,1
1982,288,22,White,Female,2,0
1982,289,57,White,Female,1,1
1982,290,40,White,Male,1,2
1982,291,33,White,Female,1,2
1982,292,48,White,Female,3,4+
1982,293,38,White,Female,2,2
1982,294,58,White,Female,6+,4+
1982,295,44,White,Female,4,1
1982,296,76,White,Female,6+,1
1982,297,83,White,Male,6+,0
1982,298,32,Black,Male,3,2
1982,299,57,Black,Female,6+,3
1982,300,25,White,Female,6+,4+
1982,301,34,White,Female,6+,3
1982,302,67,White,Male,4,3
1982,303,56,White,Male,3,2
1982,304,76,White,Male,3,1
1982,305,34,White,Female,6+,4+
1982,306,75,White,Female,6+,2
1982,307,27,White,Male,1,0
1982,308,48,Black,Female,6+,1
1982,309,43,Black,Male,6+,2
1982,310,47,Black,Female,6+,3
1982,311,73,Black,Female,1,4+
1982,312,67,Black,Male,6+,4+
1982,314,69,White,Male,5,3
1982,315,68,White,Female,6+,4+
1982,316,30,White,Male,4,0
1982,317,31,Black,Female,2,1
1982,318,27,White,Male,2,0
1982,319,33,Black,Female,3,0
1982,320,73,White,Male,6+,2
1982,321,50,White,Male,1,2
1982,322,31,White,Female,2,0
1982,323,21,White,Female,3,0
1982,324,56,White,Female,6+,3
1982,325,46,Black,Female,6+,4+
1982,326,27,Black,Male,6+,0
1982,327,51,Black,Female,0,4+
1982,328,22,Black,Female,6+,0
1982,329,27,White,Female,5,2
1982,330,58,White,Male,6+,4+
1982,331,49,White,Male,0,1
1982,332,38,White,Female,6+,2
1982,333,40,White,Female,6+,3
1982,334,26,White,Female,2,1
1982,335,54,White,Female,3,4+
1982,336,34,White,Female,4,2
1982,337,32,White,Male,5,3
1982,338,35,White,Male,3,0
1982,339,61,White,Female,0,4+
1982,340,25,White,Male,3,0
1982,341,22,White,Female,3,0
1982,342,49,White,Male,6+,4+
1982,343,58,White,Female,0,3
1982,344,68,White,Female,6+,1
1982,345,73,White,Male,6+,0
1982,346,58,White,Male,4,0
1982,347,58,White,Male,6+,4+
1982,348,34,White,Male,2,3
1982,349,23,White,Male,2,2
1982,350,67,White,Male,6+,3
1982,351,19,White,Male,0,0
1982,352,40,White,Male,6+,4+
1982,353,39,White,Female,5,3
1982,354,46,White,Male,1,2
1982,355,41,White,Female,0,3
1982,356,60,White,Female,0,2
1982,357,69,White,Female,6+,2
1982,358,21,Black,Female,3,0
1982,359,28,Black,Male,6+,1
1982,360,21,Black,Male,6+,1
1982,361,70,Black,Female,2,1
1982,362,47,Black,Female,1,3
1982,363,58,White,Female,6+,3
1982,364,38,White,Male,2,2
1982,365,55,White,Female,5,2
1982,366,39,Other,Female,5,2
1982,367,38,White,Male,2,0
1982,368,48,White,Female,6+,2
1982,369,43,White,Male,3,3
1982,370,70,White,Female,6+,2
1982,371,25,White,Female,2,0
1982,372,34,White,Female,6+,2
1982,373,29,White,Male,2,1
1982,374,79,White,Male,2,3
1982,375,35,White,Female,2,2
1982,376,39,White,Male,4,0
1982,377,26,White,Female,3,0
1982,379,52,White,Male,1,0
1982,380,24,White,Female,6+,3
1982,381,65,White,Female,3,2
1982,382,70,White,Female,1,0
1982,383,21,Other,Male,5,0
1982,384,33,Other,Female,6+,1
1982,385,22,White,Male,6+,0
1982,386,21,White,Male,4,0
